name,category,ratings,reviews,tags,url,stars,desc,parent,flavor
Green Mango,Indica,3,1,"dry-mouth, uplifted, creative, euphoric, focused.",https://www.leafly.com/Indica/green-mango,5,"Green Mango by Sumo Seeds is a tropical indica-dominant treat that took 2nd place in the “Hydro” category at the 2016 Highlife Cup in Amsterdam. It was created by crossing Master Skunk and Dr. Herer to create Master Jack, which was then crossed with Sumo’s ultra-stable Somango. These genetics give way to a pungent, bright terpene profile that manifests as a rich mango flavor with hints of citrus. The buzz is uplifting and cerebral while remaining indica-dominant, sparking creativity between the ears and stimulating conversation. Growers with restricted space will appreciate that Green Mango typically keeps its height below four feet while producing a yield upward of 550-750g/per plant.",.,.
Green Monster,Hybrid,51,33,"headache, happy, relaxed, euphoric, giggly, dry-mouth, dry-eyes, paranoid, headache, dizzy, woody, earthy, chemical, diesel, ammonia, stress, depression, insomnia, pain, muscle-spasms, anxiety, ptsd, migraines, addadhd, alzheimers.",https://www.leafly.com/Hybrid/green-monster,3.625,,.,"Woody, Earthy, Chemical."
Green Poison,Indica,101,71,"relaxed, happy, hungry, euphoric, sleepy, dry-mouth, dry-eyes, dizzy, headache, paranoid, sweet, citrus, flowery, pine, earthy, pain, stress, insomnia, depression, lack-of-appetite, anxiety, addadhd, bipolar-disorder, ptsd, arthritis.",https://www.leafly.com/Indica/green-poison,4.185,"Green Poison is a dangerously flavorful indica cross championed by Sweet Seeds. It pulls you in with a fruity and floral aroma, then delivers a potent dose of euphoria and body-numbing relaxation. Don’t be fooled by the lethal name: the only thing Green Poison kills is pain, insomnia, muscle spasms, and appetite loss. Growers should bear in mind that Green Poison is particularly susceptible to fungi, but those up to the challenge will want to wait 7 weeks for this indica to finish flowering indoors or near the end of September outside.",.,"Sweet, Citrus, Flowery."
Green Python,Indica,4,3,"dry-mouth, euphoric, happy, relaxed, sleepy, woody, earthy, sweet, pungent, eye-pressure, insomnia, lack-of-appetite, muscle-spasms, pain.",https://www.leafly.com/Indica/green-python,4.25,"Green Python is an indica-dominant strain bred by House of Funk Genetics that was created by cross-pollinating Burmese (from Bodhi Seeds) with a Green Crack clone. The resulting hybrid is full-bodied and known for its fast flowering cycle. The bite from Green Python is a blend of balanced effects that incite cerebral energy with a calm, relaxed body.","Green Crack, Burmese Kush.","Woody, Earthy, Sweet."
Green Queen,Hybrid,184,124,"happy, uplifted, euphoric, energetic, focused, dry-mouth, dry-eyes, anxious, dizzy, headache, earthy, citrus, sweet, pungent, chemical, depression, pain, stress, muscle-spasms, fatigue, addadhd, anxiety, migraines, ptsd, gastrointestinal-disorder.",https://www.leafly.com/Hybrid/green-queen,4.25,"Green Queen was bred by JB Dank Nugs and is the hybrid cross of Green Crack and Space Queen. Each of these strains has exceptional standalone effects, but when combined, their speedy and heady elements work in concert to create a strain greater than the sum of its parts. Green Queen’s aroma is skunky and subtly sweet, with hints of citrus and pepper on the finish. The effects are cerebral and euphoric without being overstimulating, though expect a notable boost of physical and mental energy. This bud is deep green with bright orange pistils.","Green Crack, Space Queen.","Earthy, Citrus, Sweet."
Green Ribbon,Hybrid,171,107,"relaxed, energetic, happy, creative, uplifted, dry-eyes, anxious, dry-mouth, paranoid, dizzy, sweet, flowery, earthy, pungent, citrus, pain, depression, stress, fatigue, muscle-spasms, anxiety, ptsd, addadhd, arthritis, migraines.",https://www.leafly.com/Hybrid/green-ribbon,4.235,"Green Ribbon is a 50/50 hybrid that tends towards the sativa side when it comes to effects; patients report an energetic, heady feeling when using it. Originating in San Jose, California, this strain includes some Green Crack but the status of the other parent is unknown, with Trainwreck, Afghanica, and White Rhino all contenders. The light green buds have a subtle floral scent and are slightly fruity, lending to an earthy taste. Green Ribbon generally has a high THC content around 18-20%.",Green Crack.,"Sweet, Flowery, Earthy."
Gremlin,Hybrid,9,9,"relaxed, happy, hungry, euphoric, uplifted, dry-eyes, dry-mouth, sweet, chestnut, pine, pungent, citrus, depression, headaches, insomnia, muscle-spasms, pain, epilepsy, anxiety.",https://www.leafly.com/Hybrid/gremlin,4.445,"A cross between King Louis XIII and Mogwai (White Fire Alien OG and ’09 Cookies crossed with a secret strain), Gremlin is a hybrid strain that carries the sweet scent of cookie dough and earthy pine. Heavy-handed euphoria and physical relief melts through the body, dulling pain and insomnia while sharpening the appetite.",.,"Sweet, Chestnut, Pine."
Grilled Cheese,Hybrid,7,4,"creative, dry-mouth, energetic, euphoric, focused, cheese, earthy, flowery, orange, pepper.",https://www.leafly.com/Hybrid/grilled-cheese,4.715,Grilled Cheese is a cross of TGA/Subcool’s Cheese Quake and Colorado Seed Inc.’s Gupta Kush. This strain shows off cheesy terpenes with a hint of citrus on the finish. Expect a mellow buzz with meditative Kush elements. Use this pungent strain to help relieve mild to moderate physical discomfort and for mood enhancement.,Cheese Quake.,"Cheese, Earthy, Flowery."
Grimace,Indica,61,45,"relaxed, euphoric, sleepy, happy, uplifted, dry-mouth, dry-eyes, anxious, earthy, pungent, sweet, ammonia, chemical, stress, insomnia, depression, pain, nausea, addadhd, anxiety, arthritis, bipolar-disorder, gastrointestinal-disorder.",https://www.leafly.com/Indica/grimace,4.435,"Grimace is a mostly indica strain that brings to mind a large, conic purple character, one of the many off-putting mascots representing a well-known fast food hamburger franchise. The connection makes sense the moment you see the bulbous purple-hued buds produced by Grimace plants. Little is known about where this mysterious phenotype came from, but indica genetics are evident in Grimace's sedating, mellow effects.",.,"Earthy, Pungent, Sweet."
Grimmdica,Indica,0,0,.,https://www.leafly.com/Indica/grimmdica,NA,"Legendary Canadian breeders Brothers Grimm Seeds are back at it, reworking some of their original genetics and re-releasing classic seed lines that are hoarded and coveted by those in the know. With Grimmdica, they have crossed their heirloom Sensi Hash Plant with their favorite Afghani male to produce a truly old-school indica hybrid. The blissful, tranquilizing euphoria and rich, acrid hash flavor with hints of pine are sure to please lovers of classic indica strains everywhere.",.,.
GRiZ Kush,Hybrid,31,23,"relaxed, euphoric, happy, creative, uplifted, dry-mouth, lemon, citrus, sweet, flowery, sage, insomnia, fatigue, lack-of-appetite, pain, depression, anxiety, migraines, pms, addadhd, arthritis.",https://www.leafly.com/Hybrid/griz-kush,4.485,"GRiZ Kush is a custom strain bred by Native Roots in collaboration with RootSeller Genetics. This exclusive hybrid blend of Tangerine Haze and Pakistani Chitral Kush genetics was hand-selected by the musician GRiZ based on his favorite flavors and desired effects. The strain was developed to have an earthy, citrus aroma and a balance between heady sativa energy and relaxing indica effects. The buds present themselves with a hint of purple coloring and carry a robust tangerine flavor with a hint of pine from the Kush undertones. The complex flavor of GRiZ Kush brings with it a wave of euphoric laughter and a burst of creative energy that relaxes anxieties while stimulating the appetite.","Pakistani Chitral Kush, Tangerine Haze.","Lemon, Citrus, Sweet."
GTO,Hybrid,4,1,"creative, energetic, euphoric, focused, blueberry, depression, headaches, pain.",https://www.leafly.com/Hybrid/gto,3.5,"GTO is a well-balanced hybrid that crosses parent strains Golden Goat and Triangle OG. The strain has a pungent, skunky aroma that can fill a room, but the exhale is sweet, earthy, and slightly tropical. Its effects are heady and talkative while exhibiting soothing warmth in the extremities. Enjoy GTO throughout the day to elevate mood, stimulate creativity and conversation, and curb depression.","Golden Goat, Triangle Kush.",Blueberry.
Guard Dawg,Indica,5,1,"euphoric, happy, relaxed, diesel, earthy, sweet, depression, inflammation, muscle-spasms.",https://www.leafly.com/Indica/guard-dawg,4.4,Guard Dawg is an indica-dominant phenotype bred by RedEyed Genetics. This flower’s genetic parentage is a combination of Abusive OG and TreStardawg. The plant smells of its OG heritage with overtones of caramel and coffee bean. But watch out! This strain packs a wallop and is recommended for nighttime use only.,Abusive OG.,"Diesel, Earthy, Sweet."
Guava Chem,Hybrid,39,26,"relaxed, creative, euphoric, happy, focused, dry-mouth, paranoid, anxious, dizzy, dry-eyes, tropical, chemical, sweet, citrus, tree-fruit, stress, insomnia, pain, lack-of-appetite, muscle-spasms, anxiety, cancer, pms, arthritis, hivaids.",https://www.leafly.com/Hybrid/guava-chem,4.46,Guava Chem is a hybrid strain that competed in the 2014 L.A. Cannabis Cup.,"Stardawg, Tres Dawg.","Tropical, Chemical, Sweet."
Guava Kush,Hybrid,63,45,"relaxed, happy, uplifted, euphoric, hungry, dry-mouth, sweet, tree-fruit, tropical, earthy, citrus, stress, pain, lack-of-appetite, depression, fatigue, anxiety, addadhd, arthritis, bipolar-disorder, ptsd.",https://www.leafly.com/Hybrid/guava-kush,4.095,Guava Kush is a hybrid strain that competed in the 2014 L.A. Cannabis Cup.,.,"Sweet, Tree Fruit, Tropical."
Gucci OG,Hybrid,49,36,"happy, uplifted, euphoric, relaxed, energetic, anxious, dry-mouth, earthy, pine, sweet, berry, pungent, fatigue, stress, depression, pain, lack-of-appetite, anxiety, addadhd, ptsd, cancer, multiple-sclerosis.",https://www.leafly.com/Hybrid/gucci-og,4.665,"Gucci OG is an OG Kush variant named with the lavish cannabis connoisseur in mind. Hailing from southern California like so many of its OG relatives, Gucci OG takes on the family’s signature aroma of pine and lemon, but with a unique hint of sweet berry. This hybrid’s effect can vary with different doses; small amounts may provide a spark of energy and creativity, while larger doses tend to give way to heavy sedation or dizzying euphoria.",OG Kush.,"Earthy, Pine, Sweet."
Guido Kush,Indica,14,6,"euphoric, creative, relaxed, uplifted, sleepy, dry-mouth, dry-eyes, paranoid, stress, nausea, pain, depression, insomnia, anxiety, migraines, gastrointestinal-disorder, anorexia, arthritis.",https://www.leafly.com/Indica/guido-kush,4.035,,.,.
Gumbo,Indica,48,37,"relaxed, euphoric, happy, hungry, sleepy, dry-eyes, dry-mouth, dizzy, headache, paranoid, sweet, earthy, pungent, berry, flowery, pain, depression, stress, insomnia, inflammation, anxiety, multiple-sclerosis, arthritis, migraines, fibromyalgia.",https://www.leafly.com/Indica/gumbo,4.605,"Getting its name from the classic bubble gum flavor, Gumbo is a perfect medicine for the evenings and has a smooth taste and finish. Gumbo is great for treatment of muscle spasms, sleeplessness, helpful with overall pain management as well as serving as an appetite stimulant.",.,"Sweet, Earthy, Pungent."
Gummy Bears,Hybrid,14,6,"relaxed, dry-mouth, happy, hungry, euphoric, dry-mouth, earthy, sweet, citrus, diesel, tree-fruit, insomnia, depression, headaches, lack-of-appetite, nausea, ptsd, anxiety, migraines.",https://www.leafly.com/Hybrid/gummy-bears,4.43,"Gummy Bears by Elemental Seeds is a gooey hybrid with sweetness and potency. By combining Trueberry (True OG crossed with a Strawberry Banana x Blackberry hybrid) with the citrus sovereign Big Lemon, Gummy Bears achieves a unique array of colored leaves and outstanding resin production. The flavor has been described as “berries soaked in lemonade,” and the strain acts as a mid-level hybrid that doesn’t tug too hard toward sedation. This strain has a quick 60-day grow cycle and produces a healthy yield with the proper attention. Enjoy Gummy Bears any time of the day for manageable relaxation and an airy, carefree mental state.","True OG, Strawberry Banana, Blackberry.","Earthy, Sweet, Citrus."
Gupta Haze,Hybrid,3,2,"relaxed, tingly, happy, earthy, flowery, spicyherbal.",https://www.leafly.com/Hybrid/gupta-haze,5,"Tangerine Haze and Gupta Kush come together in this outstanding hybrid by Colorado Seed Inc. With sweet and stimulating effects brought forward by Tang’s NYC Diesel x G13 Haze parentage and a yield and potency boost from Gupta Kush, Gupta Haze is mentally clarifying with a generous body buzz. Expect plants with an average THC content of no less than 21% that finishes is about 10 weeks.","Tangerine Haze, Gupta Kush.","Earthy, Flowery, Spicy/Herbal."
Gupta Kush,Hybrid,4,2,"relaxed, hungry, happy, sleepy, aroused, sweet, woody, earthy, pungent, pain, insomnia, stress, anxiety.",https://www.leafly.com/Hybrid/gupta-kush,4,"This famous indica-dominant strain is a homage to the neurosurgeon and medicinal marijuana advocate, Dr. Sanjay Gupta. The folks at Colorado Seed Inc. wanted to honor Dr. Gupta with an old-school indica that was versatile and potent. With a genetic pedigree based in Ghost OG Kush and Blue Moonshine, this strain is as heady as it is sedative, offering ideal effects for chronic pain or restlessness. This genetic cross also strengthened the plant’s structure and yield making it an ideal cross for breeders seeking these stout attributes.","Ghost OG, Blue Moonshine.","Sweet, Woody, Earthy."
